,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Age,Gender
303,4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,25.0,female
304,4.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,5.0,2.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,5.0,1.0,1.0,18.0,female
305,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,20.0,female
306,3.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,2.0,2.0,3.0,4.0,4.0,1.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,15.0,female
307,2.0,2.0,2.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,19.0,female
308,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,19.0,female
309,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,4.0,5.0,1.0,5.0,3.0,4.0,5.0,4.0,1.0,16.0,female
310,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,19.0,male
311,5.0,3.0,3.0,3.0,1.0,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,18.0,female
312,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,15.0,male
313,3.0,4.0,4.0,1.0,1.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,1.0,4.0,4.0,1.0,4.0,5.0,2.0,,2.0,2.0,3.0,20.0,female
314,5.0,4.0,2.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,20.0,male
315,4.0,2.0,2.0,1.0,1.0,5.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,5.0,1.0,1.0,20.0,male
316,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,20.0,female
317,1.0,1.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,3.0,5.0,19.0,male
318,3.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,2.0,5.0,,5.0,3.0,5.0,2.0,5.0,5.0,3.0,5.0,16.0,female
319,3.0,5.0,4.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,18.0,female
320,5.0,2.0,3.0,3.0,3.0,5.0,5.0,,2.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,20.0,male
321,4.0,5.0,2.0,1.0,1.0,5.0,,1.0,5.0,2.0,4.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,16.0,female
322,5.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,5.0,18.0,female
323,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,5.0,20.0,male
324,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,18.0,female
325,5.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,5.0,5.0,19.0,male
326,4.0,4.0,4.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,4.0,19.0,female
327,3.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,5.0,20.0,female
328,1.0,5.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,,1.0,5.0,5.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,18.0,male
329,3.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,17.0,female
330,4.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,4.0,1.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,22.0,female
331,2.0,3.0,2.0,3.0,5.0,5.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,17.0,male
332,3.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,1.0,5.0,22.0,female
333,5.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,16.0,female
334,4.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,24.0,female
335,5.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,17.0,male
336,1.0,1.0,3.0,5.0,5.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,17.0,male
337,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,17.0,male
338,2.0,2.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,4.0,1.0,15.0,female
339,5.0,2.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,18.0,female
340,5.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,2.0,1.0,18.0,female
341,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,5.0,5.0,2.0,16.0,male
342,2.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,4.0,5.0,20.0,female
343,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,4.0,5.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,29.0,female
344,1.0,1.0,4.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,1.0,1.0,24.0,female
345,3.0,3.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,4.0,4.0,5.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,18.0,female
346,5.0,5.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,5.0,17.0,male
347,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,2.0,4.0,1.0,4.0,5.0,1.0,18.0,male
348,3.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,4.0,5.0,5.0,4.0,4.0,16.0,male
349,3.0,2.0,2.0,2.0,1.0,4.0,,4.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,1.0,3.0,5.0,5.0,5.0,17.0,female
350,2.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,20.0,male
351,3.0,3.0,2.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,16.0,female
352,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,19.0,male
353,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,18.0,female
354,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,1.0,4.0,20.0,female
355,4.0,2.0,4.0,4.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,3.0,,5.0,2.0,1.0,19.0,male
356,5.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,3.0,18.0,male
357,1.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,5.0,21.0,male
358,5.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,5.0,19.0,male
359,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,5.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,5.0,20.0,female
360,4.0,4.0,3.0,5.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,5.0,1.0,4.0,5.0,4.0,,4.0,,2.0,23.0,female
361,4.0,5.0,1.0,1.0,2.0,4.0,5.0,3.0,2.0,2.0,4.0,1.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,19.0,female
362,5.0,4.0,1.0,1.0,,4.0,3.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,19.0,female
363,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,4.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,19.0,female
364,3.0,3.0,2.0,2.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,20.0,male
365,5.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,24.0,male
366,1.0,1.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,,1.0,5.0,3.0,1.0,19.0,male
367,5.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,5.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,3.0,20.0,male
368,3.0,4.0,2.0,1.0,1.0,4.0,4.0,4.0,,2.0,5.0,5.0,5.0,4.0,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,18.0,female
369,4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,2.0,1.0,5.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,5.0,17.0,male
370,4.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,5.0,19.0,female
371,2.0,5.0,1.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,19.0,female
372,3.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,20.0,male
373,5.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,3.0,,5.0,5.0,1.0,20.0,male
374,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,21.0,female
375,2.0,1.0,1.0,3.0,2.0,5.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,20.0,female
376,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,5.0,,3.0,3.0,2.0,2.0,4.0,1.0,5.0,20.0,female
377,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,5.0,4.0,17.0,female
378,4.0,4.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,5.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,5.0,5.0,20.0,female
379,3.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,25.0,male
380,3.0,4.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,2.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,20.0,female
381,5.0,5.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,2.0,5.0,21.0,female
382,4.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,1.0,4.0,5.0,1.0,2.0,,5.0,1.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,21.0,female
383,1.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,3.0,5.0,3.0,1.0,22.0,male
384,2.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,1.0,19.0,female
385,3.0,1.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,25.0,male
386,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,19.0,female
387,2.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,25.0,female
388,3.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,2.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,5.0,25.0,female
389,2.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,5.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,4.0,2.0,3.0,21.0,female
390,5.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,20.0,male
391,4.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,24.0,female
392,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,4.0,5.0,3.0,1.0,30.0,female
393,5.0,2.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,21.0,male
394,1.0,4.0,2.0,4.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,4.0,2.0,5.0,3.0,1.0,5.0,3.0,3.0,4.0,5.0,1.0,3.0,27.0,male
395,4.0,1.0,1.0,4.0,3.0,5.0,5.0,3.0,2.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,5.0,1.0,5.0,3.0,1.0,21.0,male
396,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,16.0,female
397,1.0,3.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,,3.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,3.0,1.0,5.0,21.0,female
398,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,,4.0,5.0,5.0,3.0,5.0,4.0,1.0,20.0,female
399,5.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,5.0,22.0,female
400,5.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,1.0,1.0,19.0,male
401,2.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,20.0,female
402,5.0,1.0,3.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,1.0,1.0,,3.0,2.0,3.0,2.0,4.0,1.0,5.0,3.0,5.0,25.0,male
403,2.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,23.0,male
404,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,5.0,1.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,20.0,female
